timestamp,source,gateway_eui,gateway_name,gateway_address,device_eui,device_addr,device_name,rssi,snr,datr,size,sensor_latitude,sensor_longitude,sensor_altitude,room,floor,known_location,multi_gateway,gateway_count,gateway_list,best_gateway,best_rssi
2026-06-05T00:16:01.987Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362ba,01567a9a,elsys-a81758fffe0362ba,-76,8.8,SF7BW125,28,52.24387741,6.853599072,0,VR178,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-76
2026-06-05T00:16:03.962Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-120,-6.5,SF7BW125,35,52.2391244063216,6.855643247174397,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-120
2026-06-05T00:16:04.729Z,Live,a840411eadfc4150,Meander,,0004a30b001fbde4,fe00e830,nighthawk0008,-81,8.2,SF7BW125,28,52.24391203,6.853491978,0,VR275E,2,true,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-81
2026-06-05T00:16:08.066Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fe21c,fe00e861,nighthawk0025,-91,9,SF7BW125,22,52.24390411,6.853531837,0,VR175,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-91
2026-06-05T00:16:13.848Z,Live,a840411eae004150,Ravelijn-A,,a81758fffe0362ab,01434871,A81758FFFE0362AB,-109,6,SF7BW125,29,52.23934395946294,6.855346326259422,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-109
2026-06-05T00:16:13.974Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fea11,fe00e863,nighthawk0020,-101,7.2,SF7BW125,22,52.24374771,6.85384798,0,VR193L,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-101
2026-06-05T00:16:15.381Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362b7,fe00e84e,elsys-a81758fffe0362b7,-77,7,SF7BW125,28,52.24391174,6.853509426,0,VR174,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-77
2026-06-05T00:16:20.048Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362cc,fe00e83c,elsys-a81758fffe0362cc,-91,8,SF7BW125,28,52.24348394,6.853030759,0,VR257,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-91
2026-06-05T00:16:29.542Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362bb,fe00e81d,elsys-a81758fffe0362bb,-65,8.8,SF7BW125,28,52.24383545,6.853554726,0,VR180,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-65
2026-06-05T00:16:31.474Z,Live,a840411eae004150,Ravelijn-A,,,260bdc2a,,-102,6.2,SF7BW125,28,52.239386099135494,6.855306815023339,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-102
2026-06-05T00:16:31.636Z,Live,a840411ee8904150,Vrijhof,,0004a30b00201850,fe00e83d,nighthawk0009,-95,8.2,SF7BW125,22,52.24394226,6.853615284,0,VR275G,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-95
2026-06-05T00:16:33.591Z,Live,a840411eae004150,Ravelijn-A,,,15a14b47,,-133,-13.8,SF12BW125,42,52.23942399806652,6.855491427408419,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-133
2026-06-05T00:16:35.174Z,Live,a840411eadfc4150,Meander,,a81758fffe047d5a,01e58a84,POF_ME113c,-101,6.8,SF7BW125,28,52.23679853575332,6.859838690897693,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-101
2026-06-05T00:16:48.769Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0464a5,0028691e,elsys-a81758fffe0464a5,-64,9,SF7BW125,29,52.24365234,6.853248596,0,VR254,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-64
2026-06-05T00:17:01.176Z,Live,a840411ee8904150,Vrijhof,,0004a30b00203b74,fe00e817,nighthawk0010,-88,8.5,SF7BW125,22,52.24374771,6.853849411,0,VR275R,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-88
2026-06-05T00:17:02.834Z,Live,a840411eae004150,Ravelijn-A,,353431366b378a04,fe00e866,p171108-2002541,-105,7.5,SF7BW125,18,52.23949305,6.856007119,0,RA3247,3,true,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-105
2026-06-05T00:17:03.976Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-121,-4,SF7BW125,35,52.23908726638363,6.855708455648547,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-121
2026-06-05T00:17:06.042Z,Live,a840411ee8904150,Vrijhof,,0004a30b00204802,fe00e85f,nighthawk0006,-101,5.8,SF7BW125,28,52.24389648,6.853554249,0,VR176,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-101
2026-06-05T00:17:17.350Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fe943,fe00e846,nighthawk0019,-91,7.5,SF7BW125,22,52.24350192,6.8529857,0,VR258,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-91
2026-06-05T00:17:17.459Z,Live,a840411ee8904150,Vrijhof,,0004a30b001ba3b3,fe00e81a,nighthawk0001,-94,6.5,SF7BW125,22,52.24384308,6.853532791,0,VR179,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-94
2026-06-05T00:17:18.616Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0464a4,0023fe9d,elsys-a81758fffe0464a4,-69,9.5,SF7BW125,29,52.24385452,6.853748798,0,VR191,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-69
2026-06-05T00:17:22.012Z,Live,a840411ee8904150,Vrijhof,,0004a30b001e7ed4,fe00e84b,nighthawk0015,-95,9.5,SF7BW125,22,52.24395752,6.853811264,0,VR193E,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-95
2026-06-05T00:17:33.628Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362b4,01f0d596,elsys-a81758fffe0362b4,-82,8.5,SF7BW125,28,52.24394226,6.853427887,0,VR171,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-82
2026-06-05T00:17:35.386Z,Live,a840411ee8904150,Vrijhof,,0004a30b001e9b95,fe00e851,nighthawk0014,-102,6.5,SF7BW125,22,52.24388885,6.85357666,0,VR177,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-102
2026-06-05T00:17:44.876Z,Live,a840411ee8904150,Vrijhof,,a81758fffe04857e,fe00e83e,elsys-a81758fffe04857e,-79,7.5,SF7BW125,28,52.24376989,6.853177333,0,VR262,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-79
2026-06-05T00:17:52.827Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fc9e3,fe00e860,nighthawk0021,-98,7.5,SF7BW125,22,52.24394436,6.853363627,0,VR275B,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-98
2026-06-05T00:17:55.694Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fbf2c,fe00e845,nighthawk0011,-97,8.2,SF7BW125,22,52.24391174,6.854000092,0,VR275M,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-97
2026-06-05T00:18:03.979Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-121,-2.8,SF7BW125,35,52.23910859789419,6.855329136909183,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-121
2026-06-05T00:18:15.736Z,Live,a840411eae004150,Ravelijn-A,,,260b6e8c,,-107,4.5,SF7BW125,28,52.239316638947415,6.855509505526556,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-107
2026-06-05T00:18:22.397Z,Live,a840411eae004150,Ravelijn-A,,,15a5e6f5,,-94,9,SF12BW125,16,52.23926184976482,6.855611155912302,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-94
2026-06-05T00:18:22.520Z,Live,a840411eae004150,Ravelijn-A,,,260be3b3,,-79,11.5,SF7BW125,28,52.239314731595044,6.855669231967929,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-79
2026-06-05T00:18:24.621Z,Live,a840411ee8904150,Vrijhof,,0004a30b00200058,fe00e844,nighthawk0012,-105,5.2,SF7BW125,24,52.24346636,6.853074012,0,VR256,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-105
2026-06-05T00:18:42.329Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362c7,fe00e835,elsys-a81758fffe0362c7,-73,9,SF7BW125,28,52.24344906,6.853117091,0,VR248,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-73
2026-06-05T00:18:43.354Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fffda,fe00e87e,nighthawk0017,-113,-0.8,SF7BW125,22,52.24391174,6.854000568,0,VR193G,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-113
2026-06-05T00:18:44.121Z,Live,a840411eadfc4150,Meander,,a81758fffe047d5b,015d6902,POF_ME113d,-116,-1.5,SF7BW125,28,52.23669243324838,6.859839822781631,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-116
2026-06-05T00:18:49.079Z,Live,a840411eadfc4150,Meander,,a81758fffe047d58,00f958d1,POF_ME101,-81,8.5,SF7BW125,28,52.23676927896526,6.8599632975174085,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-81
2026-06-05T00:18:51.815Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fffda,fe00e87e,nighthawk0017,-97,6.8,SF7BW125,22,52.24391174,6.854000568,0,VR193G,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-97
2026-06-05T00:19:02.817Z,Live,a840411ee8904150,Vrijhof,,0004a30b00204802,fe00e85f,nighthawk0006,-91,10.5,SF7BW125,22,52.24389648,6.853554249,0,VR176,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-91
2026-06-05T00:19:03.614Z,Live,a840411eae004150,Ravelijn-A,,,260b7c7a,,-77,9.5,SF7BW125,28,52.23924383317008,6.85533235093027,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-77
2026-06-05T00:19:03.981Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-118,-3.8,SF7BW125,35,52.23920891236629,6.85534149425277,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-118
2026-06-05T00:19:05.048Z,Live,a840411eae004150,Ravelijn-A,,353131396e37790b,fe00e86e,p190201-2014752,-65,9.2,SF7BW125,18,52.23945934,6.855631072,0,RA3501,3,true,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-65
2026-06-05T00:19:05.565Z,Live,a840411ee8904150,Vrijhof,,a81758fffe04857b,fe00e824,elsys-a81758fffe04857b,-76,6.8,SF7BW125,28,52.24390596,6.853299927,0,VR275A,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-76
2026-06-05T00:19:11.991Z,Live,a840411ee8904150,Vrijhof,,0004a30b002031e3,fe00e809,nighthawk0002,-106,4.8,SF7BW125,22,52.24391174,6.853509426,0,VR174,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-106
2026-06-05T00:19:13.908Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fbde4,fe00e830,nighthawk0008,-82,8.2,SF7BW125,22,52.24391203,6.853491978,0,VR275E,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-82
2026-06-05T00:19:15.666Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362b9,fe00e81f,elsys-a81758fffe0362b9,-69,7,SF7BW125,28,52.24389648,6.853554249,0,VR176,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-69
2026-06-05T00:19:22.816Z,Live,a840411ee8904150,Vrijhof,,0004a30b001e4019,fe00e80c,nighthawk0004,-83,9,SF7BW125,22,52.24375534,6.853656292,0,VR191B,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-83
2026-06-05T00:19:27.823Z,Live,a840411eae004150,Ravelijn-A,,313534307d378911,fe00e816,p190201-2013630,-71,9.8,SF7BW125,18,52.23942966540424,6.855516548920846,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-71
2026-06-05T00:19:29.999Z,Live,a840411eae004150,Ravelijn-A,,,260bc40f,,-105,8.2,SF7BW125,28,52.23916214970483,6.855702068844867,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-105
2026-06-05T00:19:39.432Z,Live,a840411eadfc4150,Meander,,a81758fffe047d5e,01240754,POF_ME201,-71,7,SF7BW125,28,52.237066454405344,6.859933828139382,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-71
2026-06-05T00:19:44.427Z,Live,a840411eae004150,Ravelijn-A,,353431366b378c05,fe00e801,p171108-2002513,-76,7.5,SF7BW125,18,52.2395507,6.856064218,0,RA1255,1,true,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-76
2026-06-05T00:19:47.311Z,Live,a840411ee8904150,Vrijhof,,a81758fffe04857d,fe00e843,elsys-a81758fffe04857d,-80,8.5,SF7BW125,28,52.24370774,6.853113558,0,VR261,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-80
2026-06-05T00:19:52.534Z,Live,a840411eae004150,Ravelijn-A,,353431366b378c05,fe00e801,p171108-2002513,-72,9.2,SF7BW125,15,52.2395507,6.856064218,0,RA1255,1,true,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-72
2026-06-05T00:19:54.959Z,Live,a840411ee8904150,Vrijhof,,0004a30b001f92ee,fe00e82a,nighthawk0024,-94,10,SF7BW125,22,52.24396515,6.853642941,0,VR275H,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-94
2026-06-05T00:20:03.999Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-117,-3,SF7BW125,35,52.23922798163299,6.85533244525185,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-117
2026-06-05T00:20:05.211Z,Live,a840411ee8904150,Vrijhof,,0004a30b001f960a,fe00e838,nighthawk0023,-97,9.2,SF7BW125,22,52.24395752,6.853813171,0,VR275K,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-97
2026-06-05T00:20:10.359Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fe7bd,fe00e84f,nighthawk0007,-99,7.2,SF7BW125,22,52.24382401,6.853926659,0,VR193J,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-99
2026-06-05T00:20:12.299Z,Live,a840411eae004150,Ravelijn-A,,,260b3637,,-77,8.5,SF7BW125,28,52.23933527118227,6.855462615191177,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-77
2026-06-05T00:20:23.234Z,Live,a840411eadfc4150,Meander,,,4e490000,,-132,-16.8,SF11BW125,23,52.23693350989659,6.85987881817753,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-132
2026-06-05T00:20:23.239Z,Live,a840411ee8904150,Vrijhof,,,4e490000,,-132,-18.5,SF11BW125,23,52.243780038281585,6.853456611943472,3,,,false,true,2,a8:40:41:1e:ad:fc:41:50|a8:40:41:1e:e8:90:41:50,a8:40:41:1e:ad:fc:41:50,-132
2026-06-05T00:20:27.732Z,Live,a840411eae004150,Ravelijn-A,,,260bf3f9,,-75,9,SF7BW125,28,52.2390427231243,6.855321243957159,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-75
2026-06-05T00:20:29.346Z,Live,a840411eae004150,Ravelijn-A,,353431366b378c05,fe00e801,p171108-2002513,-116,-2.8,SF7BW125,18,52.2395507,6.856064218,0,RA1255,1,true,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-116
2026-06-05T00:20:33.358Z,Live,a840411eadfc4150,Meander,,a81758fffe047baa,013d7602,POF_ME207c,-93,8.5,SF7BW125,28,52.23691229034301,6.859747896559797,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-93
2026-06-05T00:20:43.400Z,Live,a840411eae004150,Ravelijn-A,,,260bc456,,-59,9.5,SF7BW125,28,52.23911536496217,6.855473967626776,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-59
2026-06-05T00:20:53.242Z,Live,a840411ee8904150,Vrijhof,,0004a30b001eb24f,fe00e867,nighthawk0003,-103,6.8,SF7BW125,22,52.24343442,6.853162438,0,VR247,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-103
2026-06-05T00:20:55.529Z,Live,a840411ee8904150,Vrijhof,,0004a30b00204a53,fe00e862,nighthawk0022,-81,9,SF7BW125,22,52.24382401,6.853928566,0,VR275P,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-81
2026-06-05T00:20:59.249Z,Live,a840411eadfc4150,Meander,,a81758fffe047d59,00cca2a5,POF_ME102a,-84,7,SF7BW125,28,52.23691723551237,6.859694031353898,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-84
2026-06-05T00:20:59.708Z,Live,a840411eae004150,Ravelijn-A,,,260bd26e,,-100,8,SF7BW125,28,52.23929757790214,6.855319478057265,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-100
2026-06-05T00:21:01.545Z,Live,a840411ee8904150,Vrijhof,,0004a30b00203a13,fe00e802,nighthawk0018,-102,5.2,SF7BW125,23,52.24392319,6.853487015,0,VR173,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-102
2026-06-05T00:21:01.978Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362ba,01567a9a,elsys-a81758fffe0362ba,-75,10,SF7BW125,28,52.24387741,6.853599072,0,VR178,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-75
2026-06-05T00:21:02.430Z,Live,a840411eadfc4150,Meander,,a81758fffe047ba8,01ae3ea7,POF_ME207a,-105,6.2,SF7BW125,28,52.23686861783238,6.8600711797438825,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-105
2026-06-05T00:21:04.003Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-122,-8.5,SF7BW125,35,52.23916524764332,6.855384936921517,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-122
2026-06-05T00:21:12.806Z,Live,a840411eadfc4150,Meander,,a81758fffe047ba9,00dacd88,POF_ME207b,-101,8.8,SF7BW125,28,52.236893780053386,6.859983170248335,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-101
2026-06-05T00:21:13.844Z,Live,a840411eae004150,Ravelijn-A,,a81758fffe0362ab,01434871,A81758FFFE0362AB,-108,6.5,SF7BW125,29,52.23927933071428,6.855627766681734,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-108
2026-06-05T00:21:15.376Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362b7,fe00e84e,elsys-a81758fffe0362b7,-77,7,SF7BW125,28,52.24391174,6.853509426,0,VR174,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-77
2026-06-05T00:21:18.283Z,Live,a840411ee8904150,Vrijhof,,0004a30b001fe21c,fe00e861,nighthawk0025,-89,6,SF7BW125,22,52.24390411,6.853531837,0,VR175,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-89
2026-06-05T00:21:20.041Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362cc,fe00e83c,elsys-a81758fffe0362cc,-91,9,SF7BW125,28,52.24348394,6.853030759,0,VR257,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-91
2026-06-05T00:21:20.104Z,Live,a840411eae004150,Ravelijn-A,,0004a30b001f960a,fe00e838,nighthawk0023,-77,9,SF7BW125,18,52.24395752,6.853813171,0,VR275K,2,true,true,2,a8:40:41:1e:ae:00:41:50|a8:40:41:1e:e8:90:41:50,a8:40:41:1e:ae:00:41:50,-77
2026-06-05T00:21:29.576Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0362bb,fe00e81d,elsys-a81758fffe0362bb,-67,10,SF7BW125,28,52.24383545,6.853554726,0,VR180,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-67
2026-06-05T00:21:31.538Z,Live,a840411eae004150,Ravelijn-A,,,260bdc2a,,-97,9.2,SF7BW125,29,52.239060508743506,6.855568116127152,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-97
2026-06-05T00:21:42.843Z,Live,a840411ee8904150,Vrijhof,,0004a30b00201850,fe00e83d,nighthawk0009,-95,8.5,SF7BW125,22,52.24394226,6.853615284,0,VR275G,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-95
2026-06-05T00:21:48.764Z,Live,a840411ee8904150,Vrijhof,,a81758fffe0464a5,0028691e,elsys-a81758fffe0464a5,-62,9.5,SF7BW125,29,52.24365234,6.853248596,0,VR254,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-62
2026-06-05T00:21:59.680Z,Live,a840411eadfc4150,Meander,,a81758fffe047d5d,0101af37,POF_ME113f,-113,1,SF7BW125,28,52.23681969014312,6.859793235314504,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-113
2026-06-05T00:22:03.999Z,Live,a840411eae004150,Ravelijn-A,,,00dc4390,,-122,-4.2,SF7BW125,35,52.239400122975454,6.855543127093721,4,,,false,false,1,a8:40:41:1e:ae:00:41:50,a8:40:41:1e:ae:00:41:50,-122
2026-06-05T00:22:04.161Z,Live,a840411ee8904150,Vrijhof,,0004a30b00203b74,fe00e817,nighthawk0010,-88,9.8,SF7BW125,22,52.24374771,6.853849411,0,VR275R,2,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-88
2026-06-05T00:22:06.049Z,Live,a840411ee8904150,Vrijhof,,0004a30b00204802,fe00e85f,nighthawk0006,-102,6,SF7BW125,29,52.24389648,6.853554249,0,VR176,1,true,false,1,a8:40:41:1e:e8:90:41:50,a8:40:41:1e:e8:90:41:50,-102
2026-06-05T00:22:16.411Z,Live,a840411eadfc4150,Meander,,,01c303eb,,-134,-19.5,SF12BW125,41,52.23675252120648,6.859880729633427,4,,,false,false,1,a8:40:41:1e:ad:fc:41:50,a8:40:41:1e:ad:fc:41:50,-134
